rs                       \eta                     K                        f_r                      f_p                      AUC                      AUPR                                                                                                                                               
8.000000000000000444e-01 5.000000000000000000e-01 1.000000000000000000e+01 5.000000000000000000e+02 7.000000000000000000e+02 9.555000617953178788e-01 5.771819577158470160e-01
8.000000000000000444e-01 5.999999999999999778e-01 3.000000000000000000e+00 5.000000000000000000e+02 7.000000000000000000e+02 9.504788379050377323e-01 5.668217210005854767e-01
8.000000000000000444e-01 5.999999999999999778e-01 5.000000000000000000e+00 5.000000000000000000e+02 7.000000000000000000e+02 9.559131820763835385e-01 5.846735765592532275e-01
8.000000000000000444e-01 5.999999999999999778e-01 1.000000000000000000e+01 5.000000000000000000e+02 7.000000000000000000e+02 9.569714613050983587e-01 5.912592519906574307e-01
8.000000000000000444e-01 6.999999999999999556e-01 3.000000000000000000e+00 5.000000000000000000e+02 7.000000000000000000e+02 9.485507724572690424e-01 5.677239475698356852e-01
8.000000000000000444e-01 6.999999999999999556e-01 5.000000000000000000e+00 5.000000000000000000e+02 7.000000000000000000e+02 9.546873413578274015e-01 5.873288673635126411e-01
8.000000000000000444e-01 6.999999999999999556e-01 1.000000000000000000e+01 5.000000000000000000e+02 7.000000000000000000e+02 9.573880764700275492e-01 5.966437175859143904e-01
5.999999999999999778e-01 5.000000000000000000e-01 3.000000000000000000e+00 7.000000000000000000e+02 3.000000000000000000e+02 9.542663123084785814e-01 5.694048287193578251e-01
5.999999999999999778e-01 5.000000000000000000e-01 5.000000000000000000e+00 7.000000000000000000e+02 3.000000000000000000e+02 9.559156321961778113e-01 5.798240041740558848e-01
5.999999999999999778e-01 5.000000000000000000e-01 1.000000000000000000e+01 7.000000000000000000e+02 3.000000000000000000e+02 9.550502487185100753e-01 5.799562404041156416e-01
5.999999999999999778e-01 5.999999999999999778e-01 3.000000000000000000e+00 7.000000000000000000e+02 3.000000000000000000e+02 9.536523753954414540e-01 5.724368007695058713e-01
5.999999999999999778e-01 5.999999999999999778e-01 5.000000000000000000e+00 7.000000000000000000e+02 3.000000000000000000e+02 9.561184914283816783e-01 5.844515696361143320e-01
5.999999999999999778e-01 5.999999999999999778e-01 1.000000000000000000e+01 7.000000000000000000e+02 3.000000000000000000e+02 9.559841498497895218e-01 5.901094904165011812e-01
5.999999999999999778e-01 6.999999999999999556e-01 3.000000000000000000e+00 7.000000000000000000e+02 3.000000000000000000e+02 9.530906963424009559e-01 5.735783512291887654e-01
5.999999999999999778e-01 6.999999999999999556e-01 5.000000000000000000e+00 7.000000000000000000e+02 3.000000000000000000e+02 9.556648722507750104e-01 5.910503051031497090e-01
5.999999999999999778e-01 6.999999999999999556e-01 1.000000000000000000e+01 7.000000000000000000e+02 3.000000000000000000e+02 9.565705895259989378e-01 5.954541303252074425e-01
6.999999999999999556e-01 5.000000000000000000e-01 3.000000000000000000e+00 7.000000000000000000e+02 3.000000000000000000e+02 9.536017461400825290e-01 5.680442541610233320e-01
6.999999999999999556e-01 5.000000000000000000e-01 5.000000000000000000e+00 7.000000000000000000e+02 3.000000000000000000e+02 9.559141654024616575e-01 5.793386005522060955e-01
6.999999999999999556e-01 5.000000000000000000e-01 1.000000000000000000e+01 7.000000000000000000e+02 3.000000000000000000e+02 9.553725185717122370e-01 5.794434784048553277e-01
6.999999999999999556e-01 5.999999999999999778e-01 3.000000000000000000e+00 7.000000000000000000e+02 3.000000000000000000e+02 9.531556762421974360e-01 5.696168867778772515e-01
6.999999999999999556e-01 5.999999999999999778e-01 5.000000000000000000e+00 7.000000000000000000e+02 3.000000000000000000e+02 9.557980044363276750e-01 5.847240724984065219e-01
6.999999999999999556e-01 5.999999999999999778e-01 1.000000000000000000e+01 7.000000000000000000e+02 3.000000000000000000e+02 9.563999275513827003e-01 5.905103279003511840e-01
6.999999999999999556e-01 6.999999999999999556e-01 3.000000000000000000e+00 7.000000000000000000e+02 3.000000000000000000e+02 9.523634722953617793e-01 5.705494833007750399e-01
6.999999999999999556e-01 6.999999999999999556e-01 5.000000000000000000e+00 7.000000000000000000e+02 3.000000000000000000e+02 9.549591832971857652e-01 5.909024143913562677e-01
6.999999999999999556e-01 6.999999999999999556e-01 1.000000000000000000e+01 7.000000000000000000e+02 3.000000000000000000e+02 9.568069696691980930e-01 5.950320904972657976e-01
8.000000000000000444e-01 5.000000000000000000e-01 3.000000000000000000e+00 7.000000000000000000e+02 3.000000000000000000e+02 9.532547688142577469e-01 5.648206316220805157e-01
8.000000000000000444e-01 5.000000000000000000e-01 5.000000000000000000e+00 7.000000000000000000e+02 3.000000000000000000e+02 9.559141858654165436e-01 5.800820787453547789e-01
8.000000000000000444e-01 5.000000000000000000e-01 1.000000000000000000e+01 7.000000000000000000e+02 3.000000000000000000e+02 9.555517419506693866e-01 5.797915787272995836e-01
8.000000000000000444e-01 5.999999999999999778e-01 3.000000000000000000e+00 7.000000000000000000e+02 3.000000000000000000e+02 9.525300986294982231e-01 5.674225111812566391e-01
8.000000000000000444e-01 5.999999999999999778e-01 5.000000000000000000e+00 7.000000000000000000e+02 3.000000000000000000e+02 9.553521173717324233e-01 5.825102082825487360e-01
8.000000000000000444e-01 5.999999999999999778e-01 1.000000000000000000e+01 7.000000000000000000e+02 3.000000000000000000e+02 9.566214118526179533e-01 5.909882272967501571e-01
8.000000000000000444e-01 6.999999999999999556e-01 3.000000000000000000e+00 7.000000000000000000e+02 3.000000000000000000e+02 9.508837650649888396e-01 5.686431467653938476e-01
8.000000000000000444e-01 6.999999999999999556e-01 5.000000000000000000e+00 7.000000000000000000e+02 3.000000000000000000e+02 9.543758203832414244e-01 5.899012066289091027e-01
8.000000000000000444e-01 6.999999999999999556e-01 1.000000000000000000e+01 7.000000000000000000e+02 3.000000000000000000e+02 9.571001519920581124e-01 5.950573661447464691e-01
5.999999999999999778e-01 5.000000000000000000e-01 3.000000000000000000e+00 7.000000000000000000e+02 5.000000000000000000e+02 9.549531955897638813e-01 5.702184028863094278e-01
5.999999999999999778e-01 5.000000000000000000e-01 5.000000000000000000e+00 7.000000000000000000e+02 5.000000000000000000e+02 9.565703608554045889e-01 5.800530873669923482e-01
5.999999999999999778e-01 5.000000000000000000e-01 1.000000000000000000e+01 7.000000000000000000e+02 5.000000000000000000e+02 9.554994850398227380e-01 5.783304892256166951e-01
5.999999999999999778e-01 5.999999999999999778e-01 3.000000000000000000e+00 7.000000000000000000e+02 5.000000000000000000e+02 9.543203360852451356e-01 5.735713536376493282e-01
5.999999999999999778e-01 5.999999999999999778e-01 5.000000000000000000e+00 7.000000000000000000e+02 5.000000000000000000e+02 9.567242379543847708e-01 5.840846613121405406e-01
5.999999999999999778e-01 5.999999999999999778e-01 1.000000000000000000e+01 7.000000000000000000e+02 5.000000000000000000e+02 9.564232341023216621e-01 5.889473569948655562e-01
5.999999999999999778e-01 6.999999999999999556e-01 3.000000000000000000e+00 7.000000000000000000e+02 5.000000000000000000e+02 9.540027245985455151e-01 5.749636999789454750e-01
5.999999999999999778e-01 6.999999999999999556e-01 5.000000000000000000e+00 7.000000000000000000e+02 5.000000000000000000e+02 9.559692872237068872e-01 5.907358577199195437e-01
5.999999999999999778e-01 6.999999999999999556e-01 1.000000000000000000e+01 7.000000000000000000e+02 5.000000000000000000e+02 9.571460001830724984e-01 5.961992559262228042e-01
6.999999999999999556e-01 5.000000000000000000e-01 3.000000000000000000e+00 7.000000000000000000e+02 5.000000000000000000e+02 9.544144574333869313e-01 5.673486272440805278e-01
6.999999999999999556e-01 5.000000000000000000e-01 5.000000000000000000e+00 7.000000000000000000e+02 5.000000000000000000e+02 9.565868416407149466e-01 5.781700937518482464e-01
6.999999999999999556e-01 5.000000000000000000e-01 1.000000000000000000e+01 7.000000000000000000e+02 5.000000000000000000e+02 9.556786856692833787e-01 5.774154537794468078e-01
6.999999999999999556e-01 5.999999999999999778e-01 3.000000000000000000e+00 7.000000000000000000e+02 5.000000000000000000e+02 9.538524025064215595e-01 5.707011411754370211e-01
6.999999999999999556e-01 5.999999999999999778e-01 5.000000000000000000e+00 7.000000000000000000e+02 5.000000000000000000e+02 9.564856525825216060e-01 5.841000109536639284e-01
6.999999999999999556e-01 5.999999999999999778e-01 1.000000000000000000e+01 7.000000000000000000e+02 5.000000000000000000e+02 9.567535966380169565e-01 5.899714401671771746e-01
6.999999999999999556e-01 6.999999999999999556e-01 3.000000000000000000e+00 7.000000000000000000e+02 5.000000000000000000e+02 9.525651515592510332e-01 5.711407777614282422e-01
6.999999999999999556e-01 6.999999999999999556e-01 5.000000000000000000e+00 7.000000000000000000e+02 5.000000000000000000e+02 9.554832480361973301e-01 5.909906233158696010e-01
6.999999999999999556e-01 6.999999999999999556e-01 1.000000000000000000e+01 7.000000000000000000e+02 5.000000000000000000e+02 9.574444806682880227e-01 5.956415008510198561e-01
8.000000000000000444e-01 5.000000000000000000e-01 3.000000000000000000e+00 7.000000000000000000e+02 5.000000000000000000e+02 9.537737902664041867e-01 5.656925223388464818e-01
8.000000000000000444e-01 5.000000000000000000e-01 5.000000000000000000e+00 7.000000000000000000e+02 5.000000000000000000e+02 9.567235563726439462e-01 5.776798017986957134e-01
8.000000000000000444e-01 5.000000000000000000e-01 1.000000000000000000e+01 7.000000000000000000e+02 5.000000000000000000e+02 9.558692565811255371e-01 5.780305833305400265e-01
8.000000000000000444e-01 5.999999999999999778e-01 3.000000000000000000e+00 7.000000000000000000e+02 5.000000000000000000e+02 9.527277389200686786e-01 5.680696171593072608e-01
8.000000000000000444e-01 5.999999999999999778e-01 5.000000000000000000e+00 7.000000000000000000e+02 5.000000000000000000e+02 9.561043496077299420e-01 5.823568232467539740e-01
8.000000000000000444e-01 5.999999999999999778e-01 1.000000000000000000e+01 7.000000000000000000e+02 5.000000000000000000e+02 9.571610885242542999e-01 5.898601519233712676e-01
8.000000000000000444e-01 6.999999999999999556e-01 3.000000000000000000e+00 7.000000000000000000e+02 5.000000000000000000e+02 9.512432686787100078e-01 5.693933217363386090e-01
8.000000000000000444e-01 6.999999999999999556e-01 5.000000000000000000e+00 7.000000000000000000e+02 5.000000000000000000e+02 9.547066876967329474e-01 5.890351882836631914e-01
8.000000000000000444e-01 6.999999999999999556e-01 1.000000000000000000e+01 7.000000000000000000e+02 5.000000000000000000e+02 9.576286833127336529e-01 5.951025337307032093e-01
5.999999999999999778e-01 5.000000000000000000e-01 3.000000000000000000e+00 7.000000000000000000e+02 7.000000000000000000e+02 9.542378646007235732e-01 5.683223715962215650e-01
5.999999999999999778e-01 5.000000000000000000e-01 5.000000000000000000e+00 7.000000000000000000e+02 7.000000000000000000e+02 9.558483651487965638e-01 5.792919881978815244e-01
5.999999999999999778e-01 5.000000000000000000e-01 1.000000000000000000e+01 7.000000000000000000e+02 7.000000000000000000e+02 9.549062601600523115e-01 5.768129531550335587e-01
5.999999999999999778e-01 5.999999999999999778e-01 3.000000000000000000e+00 7.000000000000000000e+02 7.000000000000000000e+02 9.534672861457766935e-01 5.740540941704009859e-01
5.999999999999999778e-01 5.999999999999999778e-01 5.000000000000000000e+00 7.000000000000000000e+02 7.000000000000000000e+02 9.560070242481212288e-01 5.846614831155205749e-01
5.999999999999999778e-01 5.999999999999999778e-01 1.000000000000000000e+01 7.000000000000000000e+02 7.000000000000000000e+02 9.562427432826459128e-01 5.898165840815914329e-01
5.999999999999999778e-01 6.999999999999999556e-01 3.000000000000000000e+00 7.000000000000000000e+02 7.000000000000000000e+02 9.525602313503982455e-01 5.748420903410705884e-01
5.999999999999999778e-01 6.999999999999999556e-01 5.000000000000000000e+00 7.000000000000000000e+02 7.000000000000000000e+02 9.558601727267701520e-01 5.914869902179956673e-01
5.999999999999999778e-01 6.999999999999999556e-01 1.000000000000000000e+01 7.000000000000000000e+02 7.000000000000000000e+02 9.567106257446401640e-01 5.962392947174441904e-01
6.999999999999999556e-01 5.000000000000000000e-01 3.000000000000000000e+00 7.000000000000000000e+02 7.000000000000000000e+02 9.535166505916028434e-01 5.674338904627985736e-01
6.999999999999999556e-01 5.000000000000000000e-01 5.000000000000000000e+00 7.000000000000000000e+02 7.000000000000000000e+02 9.557021140694055283e-01 5.783920841882556063e-01
6.999999999999999556e-01 5.000000000000000000e-01 1.000000000000000000e+01 7.000000000000000000e+02 7.000000000000000000e+02 9.551013798409095923e-01 5.765472912729870947e-01
6.999999999999999556e-01 5.999999999999999778e-01 3.000000000000000000e+00 7.000000000000000000e+02 7.000000000000000000e+02 9.523539726710668063e-01 5.712015036348706554e-01
6.999999999999999556e-01 5.999999999999999778e-01 5.000000000000000000e+00 7.000000000000000000e+02 7.000000000000000000e+02 9.559385100520627621e-01 5.844359824133219528e-01
6.999999999999999556e-01 5.999999999999999778e-01 1.000000000000000000e+01 7.000000000000000000e+02 7.000000000000000000e+02 9.565267180767043076e-01 5.902657944509063226e-01
6.999999999999999556e-01 6.999999999999999556e-01 3.000000000000000000e+00 7.000000000000000000e+02 7.000000000000000000e+02 9.513482411293595620e-01 5.737339748827396946e-01
6.999999999999999556e-01 6.999999999999999556e-01 5.000000000000000000e+00 7.000000000000000000e+02 7.000000000000000000e+02 9.555510338659387592e-01 5.909568288692350624e-01
6.999999999999999556e-01 6.999999999999999556e-01 1.000000000000000000e+01 7.000000000000000000e+02 7.000000000000000000e+02 9.568905943224688126e-01 5.968031452498705480e-01
8.000000000000000444e-01 5.000000000000000000e-01 3.000000000000000000e+00 7.000000000000000000e+02 7.000000000000000000e+02 9.521001995200328860e-01 5.643985711489301060e-01
8.000000000000000444e-01 5.000000000000000000e-01 5.000000000000000000e+00 7.000000000000000000e+02 7.000000000000000000e+02 9.558695769686931243e-01 5.784072803744536584e-01
8.000000000000000444e-01 5.000000000000000000e-01 1.000000000000000000e+01 7.000000000000000000e+02 7.000000000000000000e+02 9.553906948379309316e-01 5.772668063172021746e-01
8.000000000000000444e-01 5.999999999999999778e-01 3.000000000000000000e+00 7.000000000000000000e+02 7.000000000000000000e+02 9.512444397387761486e-01 5.675188595443186879e-01
8.000000000000000444e-01 5.999999999999999778e-01 5.000000000000000000e+00 7.000000000000000000e+02 7.000000000000000000e+02 9.555748463792821390e-01 5.842813247989995240e-01
8.000000000000000444e-01 5.999999999999999778e-01 1.000000000000000000e+01 7.000000000000000000e+02 7.000000000000000000e+02 9.568399402246224872e-01 5.910144772711202199e-01
8.000000000000000444e-01 6.999999999999999556e-01 3.000000000000000000e+00 7.000000000000000000e+02 7.000000000000000000e+02 9.496300699727210359e-01 5.699390777230448624e-01
8.000000000000000444e-01 6.999999999999999556e-01 5.000000000000000000e+00 7.000000000000000000e+02 7.000000000000000000e+02 9.545559824199419952e-01 5.895448669951675047e-01
8.000000000000000444e-01 6.999999999999999556e-01 1.000000000000000000e+01 7.000000000000000000e+02 7.000000000000000000e+02 9.572506657254558071e-01 5.962784294976253285e-01
